"fieldId","btId","type","name","nameLabel","descriptionLabel","parentNodeId","maxLength","presetValue","privacyCode","xpathAbsolute"
"BT-36-Lot","BT-36","measure","Duration Period","Duration","The (estimated) period from the start to the end of the contract, framework agreement, dynamic purchasing system or qualification system. This shall include any options and renewals.","ND-LotDuration","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:PlannedPeriod/cbc:DurationMeasure"
"BT-36-Lot-Unit","BT-36","code","Duration Period Unit","Duration","The (estimated) period from the start to the end of the contract, framework agreement, dynamic purchasing system or qualification system. This shall include any options and renewals.","ND-LotDuration","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:PlannedPeriod/cbc:DurationMeasure/@unitCode"
"BT-36-Part","BT-36","measure","Duration Period","Duration","The (estimated) period from the start to the end of the contract, framework agreement, dynamic purchasing system or qualification system. This shall include any options and renewals.","ND-PartDuration","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:ProcurementProject/cac:PlannedPeriod/cbc:DurationMeasure"
"BT-36-Part-Unit","BT-36","code","Duration Period Unit","Duration","The (estimated) period from the start to the end of the contract, framework agreement, dynamic purchasing system or qualification system. This shall include any options and renewals.","ND-PartDuration","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:ProcurementProject/cac:PlannedPeriod/cbc:DurationMeasure/@unitCode"
"BT-40-Lot","BT-40","indicator","Selection Criteria Second Stage Invite","The criteria will be used to select the candidates to be invited for the second stage of the procedure","The criteria (or criterion) will (only) be used to select the candidates to be invited for the second stage of the procedure (if a maximum number of candidates was set).","ND-SelectionCriteria","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:SelectionCriteria/efbc:SecondStageIndicator"
"BT-41-Lot","BT-41","indicator","Following Contract","Any service contract following the contest will be awarded to one of the winners of the contest","Any service contract following the contest will be awarded to one of the winners of the contest.","ND-AwardingTerms","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cbc:FollowupContractIndicator"
"BT-42-Lot","BT-42","indicator","Jury Decision Binding","The decision of the jury is binding on the buyer","The decision of the jury is binding on the buyer.","ND-AwardingTerms","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cbc:BindingOnBuyerIndicator"
"BT-44-Lot","BT-44","integer","Prize Rank","Place receiving the prize","The place (e.g. first place, second place) in a design contest, innovation partnership or competitive dialogue that receives the prize.","ND-Prize","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:RankCode"
"BT-45-Lot","BT-45","text-multilingual","Rewards Other","Additional information","Further information about follow-up contracts, prizes and payments (for example non-monetary prizes, payments given for participation).","ND-Prize","6000","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:Description"
"BT-45-Lot-Language","BT-45","code","Rewards Other Language","Additional information","Further information about follow-up contracts, prizes and payments (for example non-monetary prizes, payments given for participation).","ND-Prize","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:Prize/cbc:Description/@languageID"
"BT-46-Lot","BT-46","text","Jury Member Name","Members of the jury","A name of the jury member.","ND-AwardingTermsJuryMember","400","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:TechnicalCommitteePerson/cbc:FamilyName"
"BT-47-Lot","BT-47","text","Participant Name","Participants already selected","A name of an already selected participant. A participant could have been selected already at the time of the publication of the design contest notice because, for example, the information about the participation of a world-renowned architect is intended to promote the contest amongst other potential participants.","ND-PreselectedParticipant","400","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:EconomicOperatorShortList/cac:PreSelectedParty/cac:PartyName/cbc:Name"
"BT-50-Lot","BT-50","integer","Minimum Candidates","Minimum number of candidates to be invited for the second stage of the procedure","The minimum number of candidates to be invited for the second stage of the procedure.","ND-SecondStage","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:EconomicOperatorShortList/cbc:MinimumQuantity"
"BT-51-Lot","BT-51","integer","Maximum Candidates Number","Maximum number of candidates to be invited for the second stage of the procedure","The maximum number of candidates to be invited for the second stage of the procedure.","ND-SecondStage","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:EconomicOperatorShortList/cbc:MaximumQuantity"
"BT-52-Lot","BT-52","indicator","Successive Reduction Indicator (Lot)","The procedure will take place in successive stages. At each stage, some participants may be eliminated","The procedure will take place in successive stages. In each stage, some participants may be eliminated.","ND-LotTenderingProcess","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cbc:CandidateReductionConstraintIndicator"
"BT-54-Lot","BT-54","text-multilingual","Options Description","Description of the options","The description of the options.","ND-OptionsAndRenewals","6000","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ContractExtension/cbc:OptionsDescription"
"BT-54-Lot-Language","BT-54","code","Options Description Language","Description of the options","The description of the options.","ND-OptionsAndRenewals","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ContractExtension/cbc:OptionsDescription/@languageID"
"BT-57-Lot","BT-57","text-multilingual","Renewal Description","The buyer reserves the right for additional purchases from the contractor, as described here","Any other information about the renewal(s).","ND-OptionsDescription","6000","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ContractExtension/cac:Renewal/cac:Period/cbc:Description"
"BT-57-Lot-Language","BT-57","code","Renewal Description Language","The buyer reserves the right for additional purchases from the contractor, as described here","Any other information about the renewal(s).","ND-OptionsDescription","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ContractExtension/cac:Renewal/cac:Period/cbc:Description/@languageID"
"BT-58-Lot","BT-58","integer","Renewal Maximum","Maximum renewals","The maximum number of times the contract can be renewed. By renewing, the buyer reserves the right (i.e. not an obligation) to renew the contract (i.e. extend its duration) without a new procurement procedure. For example, a contract may be valid for one year and the buyer may keep a possibility to renew it (e.g. once, twice) for another three months, if he is content with the services he received.","ND-OptionsAndRenewals","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ContractExtension/cbc:MaximumNumberNumeric"
"BT-60-Lot","BT-60","code","EU Funds","The procurement is at least partially financed by European Union funds","The procurement is at least partially financed by Union funds such as the European Structural and Investment Funds or grants awarded by the Union.","ND-LotTenderingTerms","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:FundingProgramCode[@listName='eu-funded']"
"BT-60-Lot-List","BT-60","text","EU Funds Listname","The procurement is at least partially financed by European Union funds","The procurement is at least partially financed by Union funds such as the European Structural and Investment Funds or grants awarded by the Union.","ND-LotTenderingTerms","NULL","eu-funded","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:FundingProgramCode[@listName='eu-funded']/@listName"
"BT-63-Lot","BT-63","code","Variants","Variants","Whether tenderers are required, allowed, or not allowed to submit tenders which fulfil the buyer's needs differently than as proposed in the procurement documents. Further conditions for submitting variant tenders are in the procurement documents.","ND-LotTenderingTerms","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:VariantConstraintCode"
"BT-63-Lot-List","BT-63","text","Variants Listname","Variants","Whether tenderers are required, allowed, or not allowed to submit tenders which fulfil the buyer's needs differently than as proposed in the procurement documents. Further conditions for submitting variant tenders are in the procurement documents.","ND-LotTenderingTerms","NULL","permission","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:VariantConstraintCode/@listName"
"BT-64-Lot","BT-64","number","Subcontracting Obligation Minimum","Minimum percentage of the contract value that the contractor must subcontract","The minimum percentage of the contract value that the contractor must subcontract using the competitive procedure described in Title III of European Parliament and Council Directive 2009/81/EC.","ND-SubcontractingObligation","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AllowedSubcontractTerms[cbc:SubcontractingConditionsCode/@listName='subcontracting-obligation']/cbc:MinimumPercent"
"BT-65-Lot","BT-65","code","Subcontracting Obligation","An obligation to be met by the tenderer concerning subcontracting","An obligation to be met by the tenderer concerning subcontracting.","ND-SubcontractingObligation","NULL","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AllowedSubcontractTerms[cbc:SubcontractingConditionsCode/@listName='subcontracting-obligation']/cbc:SubcontractingConditionsCode"
"BT-65-Lot-List","BT-65","text","Subcontracting Obligation Listname","An obligation to be met by the tenderer concerning subcontracting","An obligation to be met by the tenderer concerning subcontracting.","ND-SubcontractingObligation","NULL","subcontracting-obligation","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AllowedSubcontractTerms[cbc:SubcontractingConditionsCode/@listName='subcontracting-obligation']/cbc:SubcontractingConditionsCode/@listName"
"BT-67(a)-Procedure","BT-67","code","Exclusion Grounds","Description","The brief description of criteria regarding the personal situation of tenderers that may lead to their exclusion. This shall include a list of all such criteria and indicate required information (e.g. self-declaration, documentation). This may also include specific national exclusion grounds.","ND-ExclusionGrounds","NULL","NULL","NULL","/*/cac:TenderingTerms/cac:TendererQualificationRequest/cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='exclusion-ground']"
